Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Total_Trans_Amt_per_Transaction,Spend_Efficiency
62,0,49,2,3,3,1438.3,0,1438.3,1.047,692,16,0.6,0.0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,43.25,0.02366101694915254
41,3,33,4,2,1,4470.0,680,3790.0,1.608,931,18,1.571,0.152,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,51.72222222222222,0.030499473129610117
47,4,36,3,3,2,2492.0,1560,932.0,0.573,1126,23,0.353,0.626,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,48.95652173913044,0.011469973890339423
54,2,42,4,2,3,12217.0,0,12217.0,1.075,1110,21,0.75,0.0,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,52.857142857142854,0.019960212201591512
41,3,28,6,1,2,7768.0,1669,6099.0,0.797,1051,22,0.833,0.215,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,47.77272727272727,0.016341099720410066
59,1,46,4,1,2,14784.0,1374,13410.0,0.921,1197,23,1.3,0.093,0,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,52.04347826086956,0.017363114754098363
63,1,56,3,3,2,10215.0,1010,9205.0,0.843,1904,40,1.0,0.099,0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,47.6,0.01734567901234568
44,3,34,5,2,2,10100.0,0,10100.0,0.525,1052,18,1.571,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,58.44444444444444,0.00883177570093458
47,4,42,6,0,0,4785.0,1362,3423.0,0.739,1045,38,0.9,0.285,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,27.5,0.025929824561403508
53,3,33,3,2,3,2753.0,1811,942.0,0.977,1038,25,2.571,0.658,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,41.52,0.022977422389463778
53,2,48,2,5,1,2451.0,1690,761.0,1.323,1596,26,1.6,0.69,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,61.38461538461539,0.02120715166461159
41,4,36,4,1,2,8923.0,2517,6406.0,1.726,1589,24,1.667,0.282,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,66.20833333333333,0.025681339119652823
53,2,38,5,2,3,2650.0,1490,1160.0,1.75,1411,28,1.0,0.562,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,50.392857142857146,0.034051424600416956
58,0,49,6,2,2,12555.0,1696,10859.0,0.519,1291,24,0.714,0.135,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,53.791666666666664,0.009472243346007604
55,1,36,4,2,1,3520.0,1914,1606.0,0.51,1407,43,0.483,0.544,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,32.72093023255814,0.015124137931034483
55,3,36,6,2,3,3035.0,2298,737.0,1.724,1877,37,1.176,0.757,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,50.729729729729726,0.033327063740856845
42,4,36,2,3,3,15433.0,0,15433.0,0.865,966,22,1.2,0.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,43.90909090909091,0.01926113360323887
57,1,49,3,3,2,3672.0,886,2786.0,1.32,1464,28,0.556,0.241,0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,52.285714285714285,0.024772117962466488
66,0,56,5,4,3,7882.0,605,7277.0,1.052,704,16,0.143,0.077,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,44.0,0.02337777777777778
45,3,41,2,2,2,32426.0,578,31848.0,1.042,1109,28,0.474,0.018,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,39.607142857142854,0.025660510114335976
51,2,44,4,1,0,6205.0,2204,4001.0,0.803,1347,28,0.556,0.355,0,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,48.107142857142854,0.016352000000000002
50,1,43,3,2,3,17304.0,2517,14787.0,1.449,1756,33,1.2,0.145,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,53.21212121212121,0.026728339854667413
49,3,37,5,2,1,3906.0,0,3906.0,1.214,1756,32,1.0,0.0,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,54.875,0.021727069351230425
38,4,28,2,3,3,9830.0,2055,7775.0,0.977,1042,23,0.917,0.209,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,45.30434782608695,0.021099530516431927
49,4,30,3,2,3,34516.0,0,34516.0,1.621,1444,28,1.333,0.0,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,51.57142857142857,0.030834239130434784
56,2,45,6,2,0,2283.0,1430,853.0,2.316,1741,27,0.588,0.626,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,64.48148148148148,0.03536877828054298
59,1,52,3,2,2,2548.0,2020,528.0,2.357,1719,27,1.7,0.793,0,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,63.666666666666664,0.03644845360824743
46,3,40,4,3,3,19458.0,1435,18023.0,0.787,1217,27,0.8,0.074,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,45.074074074074076,0.01708118971061093
52,1,40,5,1,1,4745.0,1227,3518.0,0.624,1140,40,0.6,0.259,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,28.5,0.021152542372881358
52,3,41,6,3,2,2622.0,1549,1073.0,1.321,1878,30,1.143,0.591,0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,62.6,0.020770440251572327
54,1,40,2,3,1,1438.3,808,630.3,0.997,705,19,0.9,0.562,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,37.10526315789474,0.026164364640883977
66,0,54,3,4,2,3171.0,2179,992.0,1.224,1946,38,1.923,0.687,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,51.21052631578947,0.023443548387096773
49,2,36,4,2,0,19763.0,2517,17246.0,0.664,1414,35,0.25,0.127,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,40.4,0.01603864734299517
56,2,36,1,3,3,15769.0,0,15769.0,1.041,602,15,0.364,0.0,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40.13333333333333,0.025307941653160453
49,4,36,6,4,2,3298.0,2200,1098.0,0.678,1052,32,0.6,0.667,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,32.875,0.020014760147601476
49,3,36,2,2,0,2802.0,2363,439.0,0.75,1295,40,0.6,0.843,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,32.375,0.02247191011235955
56,2,50,4,2,3,4458.0,1880,2578.0,1.107,1424,29,1.417,0.422,0,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,49.10344827586207,0.022094287680660702
44,5,35,4,1,2,6273.0,978,5295.0,2.275,1359,25,1.083,0.156,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,54.36,0.04109465317919075
42,2,34,4,4,3,3336.0,1753,1583.0,0.69,1168,27,1.25,0.525,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,43.25925925925926,0.015589958158995814
55,3,47,4,2,3,3436.0,2016,1420.0,0.901,1097,33,0.833,0.587,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,33.24242424242424,0.026312389380530973
48,2,35,2,4,4,34516.0,0,34516.0,0.763,691,15,0.5,0.0,1,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,46.06666666666667,0.016211048158640225
39,1,33,5,3,3,5926.0,1251,4675.0,0.944,1316,28,1.154,0.211,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,47.0,0.019666666666666666
44,4,32,2,4,2,23957.0,2102,21855.0,0.997,1276,26,0.733,0.088,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,49.07692307692308,0.01990937019969278
53,2,44,4,2,2,14734.0,1634,13100.0,0.989,1289,23,0.917,0.111,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,56.04347826086956,0.017337652439024392
51,4,38,4,1,4,34516.0,1515,33001.0,0.592,1293,32,0.6,0.044,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,40.40625,0.014297358490566037
57,2,52,5,3,3,6584.0,1817,4767.0,0.62,1353,35,0.667,0.276,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,38.65714285714286,0.01563400576368876
44,2,20,6,3,3,2084.0,1468,616.0,1.004,1132,28,0.556,0.704,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,40.42857142857143,0.02423448275862069
49,2,32,2,2,2,1687.0,1107,580.0,1.715,1670,17,2.4,0.656,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,98.23529411764706,0.01728215767634855
50,2,38,6,2,2,25300.0,1330,23970.0,1.072,837,15,2.0,0.053,0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,55.8,0.01887323943661972
51,4,42,3,2,3,34516.0,1763,32753.0,1.266,1550,41,1.05,0.051,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,37.80487804878049,0.0326247642991829
55,2,42,5,3,3,2216.0,1034,1182.0,0.758,1540,36,0.286,0.467,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,42.77777777777778,0.01731472081218274
54,1,43,4,2,3,2910.0,2030,880.0,0.769,1256,21,0.4,0.698,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,59.80952380952381,0.012646045418950666
42,5,37,6,2,2,22913.0,1528,21385.0,0.414,1394,35,0.522,0.067,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,39.82857142857143,0.01013995801259622
44,1,35,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,55.875,0.02306813186813187
53,2,36,5,3,2,5272.0,1515,3757.0,0.857,1289,33,0.435,0.287,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,39.06060606060606,0.021392586989409983
44,4,36,6,4,2,7000.0,2517,4483.0,0.475,1112,23,1.875,0.36,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,48.34782608695652,0.00962555066079295
37,3,29,4,4,2,7038.0,1801,5237.0,0.751,2339,57,0.966,0.256,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,41.03508771929825,0.01786602671118531
49,3,30,6,1,2,2536.0,1823,713.0,0.703,1468,23,0.353,0.719,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,63.82608695652174,0.010844399731723672
47,2,38,6,3,2,28904.0,1899,27005.0,0.85,1334,35,0.4,0.066,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,38.114285714285714,0.021731190650109568
47,3,37,4,4,0,8567.0,1695,6872.0,1.242,1457,41,1.412,0.198,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,35.53658536585366,0.033993324432576764
44,1,36,6,2,2,34516.0,1533,32983.0,0.924,1603,29,0.526,0.044,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,55.275862068965516,0.016419117647058824
55,4,45,2,4,3,2158.0,0,2158.0,0.585,615,12,0.714,0.0,1,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,51.25,0.011196172248803827
59,1,52,2,3,3,10133.0,1417,8716.0,0.383,1068,20,0.818,0.14,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,53.4,0.007040441176470589
53,1,35,5,4,2,34516.0,1219,33297.0,1.129,1590,27,2.0,0.035,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,58.888888888888886,0.018851576994434138
52,2,47,5,3,0,3085.0,1910,1175.0,0.921,1531,35,0.667,0.619,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,43.74285714285714,0.020584291187739467
53,2,35,4,2,1,19040.0,2056,16984.0,0.607,1212,31,0.722,0.108,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,39.096774193548384,0.015138374899436847
43,3,35,5,2,3,4026.0,0,4026.0,0.483,1237,32,0.6,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,38.65625,0.01217966903073286
44,3,31,4,3,1,12756.0,837,11919.0,1.932,1413,14,1.8,0.066,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,100.92857142857143,0.018954449894884373
57,2,45,5,3,3,5266.0,0,5266.0,1.702,1516,29,1.636,0.0,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,52.275862068965516,0.03194692556634304
51,2,36,3,2,2,9930.0,0,9930.0,0.731,1276,21,1.333,0.0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,60.76190476190476,0.011835774865073246
49,4,38,4,3,0,31302.0,1953,29349.0,0.875,1564,35,2.182,0.062,0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,44.68571428571428,0.01915259537210757
45,1,36,4,4,3,6576.0,0,6576.0,0.579,1465,34,0.619,0.0,0,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,43.088235294117645,0.013132755170113409
53,0,42,5,4,1,2664.0,2037,627.0,0.85,1286,29,0.933,0.765,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,44.3448275862069,0.018745247148288974
45,3,28,5,1,2,2535.0,2440,95.0,1.705,1312,20,1.222,0.963,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,65.6,0.025600600600600605
64,1,52,6,4,3,1709.0,895,814.0,1.656,1673,32,0.882,0.524,0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,52.28125,0.031080351906158356
45,3,35,5,4,2,3454.0,1200,2254.0,0.597,1313,30,0.304,0.347,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,43.766666666666666,0.013335815338793746
53,3,35,5,3,2,3789.0,1706,2083.0,1.047,1609,42,0.68,0.45,0,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,38.30952380952381,0.02663476680799515
56,3,50,3,2,0,9689.0,2250,7439.0,0.576,1158,19,0.727,0.232,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,60.94736842105263,0.0092982158028887
47,2,37,2,3,3,5449.0,1628,3821.0,0.696,836,18,0.385,0.299,1,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,46.44444444444444,0.014669789227166276
49,3,43,4,4,0,23032.0,1960,21072.0,0.619,1289,22,1.0,0.085,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,58.59090909090909,0.01038749046529367
41,3,34,5,3,3,34516.0,2053,32463.0,1.034,1487,26,0.733,0.059,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,57.19230769230769,0.01776867151354924
53,3,34,6,2,2,2940.0,1264,1676.0,0.562,1259,33,0.5,0.43,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,38.15151515151515,0.01435448916408669
44,2,32,3,3,3,3031.0,1879,1152.0,0.788,1298,15,1.5,0.62,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,86.53333333333333,0.009002284843869003
44,3,25,3,3,0,1862.0,0,1862.0,0.883,1226,34,0.789,0.0,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,36.05882352941177,0.023826984126984124
43,4,33,2,3,3,8358.0,926,7432.0,0.762,1566,37,0.542,0.111,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,42.32432432432432,0.017588271990018715
53,2,36,6,1,2,34516.0,931,33585.0,0.828,1022,21,1.1,0.027,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,48.666666666666664,0.016671140939597314
44,1,36,5,2,3,14450.0,2440,12010.0,1.283,1235,30,0.667,0.169,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,41.166666666666664,0.03042687747035573
62,1,56,6,0,0,1438.3,0,1438.3,0.813,1951,44,1.095,0.0,0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,44.34090909090909,0.017930827067669172
54,4,36,6,3,2,33791.0,1960,31831.0,0.618,1047,31,0.824,0.058,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,33.774193548387096,0.017771799628942486
57,4,39,4,3,0,8466.0,1886,6580.0,0.56,1342,32,0.391,0.223,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,41.9375,0.013042212518195052
42,3,36,5,3,3,15088.0,865,14223.0,0.939,1107,21,1.625,0.057,0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,52.714285714285715,0.017481382978723405
42,4,36,5,1,2,3263.0,1674,1589.0,0.588,1251,35,0.346,0.513,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,35.74285714285714,0.016003110419906687
54,0,36,2,2,2,1494.0,706,788.0,1.674,1305,24,3.0,0.473,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,54.375,0.03023024830699774
48,3,35,6,1,0,13551.0,1294,12257.0,0.791,1388,37,1.056,0.095,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,37.513513513513516,0.020538245614035087
49,1,36,6,2,2,18886.0,895,17991.0,1.826,1235,18,1.571,0.047,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,68.61111111111111,0.02623144453312051
52,3,48,3,2,0,11976.0,1273,10703.0,1.024,2089,36,1.118,0.106,0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,58.02777777777778,0.017347764705882354
50,3,39,4,1,4,9964.0,1559,8405.0,1.873,1626,25,0.786,0.156,0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,65.04,0.028361599030890368
49,1,36,4,6,3,24159.0,1196,22963.0,0.712,1111,24,1.0,0.05,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,46.291666666666664,0.015055506607929516
53,2,44,3,2,3,5362.0,1901,3461.0,0.816,1553,38,1.0,0.355,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,40.86842105263158,0.019489629164047766
50,2,36,3,2,2,34516.0,1023,33493.0,1.004,1064,13,0.625,0.03,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,81.84615384615384,0.012118848653667596
55,1,36,4,1,0,3174.0,1951,1223.0,0.766,1243,29,0.611,0.615,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,42.86206896551724,0.017463836477987424
53,1,47,3,2,2,12262.0,1836,10426.0,1.584,1659,38,1.533,0.15,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,43.6578947368421,0.03546965232763701
47,3,41,4,3,3,3788.0,1540,2248.0,0.566,1594,47,0.382,0.407,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,33.91489361702128,0.01621084704448507
55,2,42,2,3,2,34516.0,1527,32989.0,0.526,1268,42,0.355,0.044,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,30.19047619047619,0.016864122137404583
47,3,36,4,2,2,2926.0,0,2926.0,0.676,1304,24,0.846,0.0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,54.333333333333336,0.012216867469879518
58,4,52,6,1,0,32090.0,0,32090.0,0.567,1368,30,0.364,0.0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,45.6,0.012167381974248926
53,2,41,3,3,2,11669.0,2227,9442.0,0.622,720,23,0.353,0.191,1,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,31.304347826086957,0.019254374158815615
52,2,45,3,1,2,13532.0,1300,12232.0,0.846,1521,29,1.417,0.096,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,52.44827586206897,0.015828387096774192
50,1,36,4,2,2,11888.0,2090,9798.0,0.7,1137,30,0.765,0.176,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,37.9,0.017994858611825194
42,1,36,5,1,2,2393.0,1985,408.0,0.788,978,16,0.778,0.83,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,61.125,0.0126841046277666
43,4,39,5,1,2,6111.0,2517,3594.0,0.632,1221,16,2.2,0.412,0,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,76.3125,0.00817461600646726
57,4,46,3,2,3,19270.0,1662,17608.0,1.186,1565,28,1.545,0.086,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,55.892857142857146,0.020846202134337726
52,1,43,3,1,4,3710.0,2517,1193.0,1.541,1578,34,0.7,0.678,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,46.411764705882355,0.03250248138957816
47,2,37,2,1,3,3235.0,797,2438.0,0.541,1493,32,1.0,0.246,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,46.65625,0.011352131147540984
44,3,38,3,1,0,11749.0,788,10961.0,0.688,1178,27,0.929,0.067,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,43.629629629629626,0.015415767634854772
53,2,36,5,3,2,7753.0,2100,5653.0,0.839,991,26,0.733,0.271,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,38.11538461538461,0.02144936086529007
45,4,40,5,1,0,10408.0,1186,9222.0,1.689,2560,42,1.211,0.114,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,60.95238095238095,0.02726287471176019
